y_val,y_pred_val
59.33,58.94460000000001
68.57,66.74130000000002
53.78,58.74100000000006
83.0,85.68899999999998
85.06,81.36569999999993
80.3,79.59610000000004
71.43,72.4424
40.99,41.3842
37.16,36.39920000000001
42.62,42.718300000000006
51.51,51.169100000000014
66.5,67.06289999999994
71.77,64.55340000000001
64.37,63.92699999999997
46.25,49.249200000000016
30.75,30.36320000000001
70.33,69.21190000000006
69.84,69.94819999999996
59.04,58.95930000000005
58.05,58.93850000000002
48.63,48.49490000000001
50.71,50.39050000000003
49.98,49.38810000000002
48.78,52.41389999999998
76.82,73.94839999999998
61.86,62.33270000000004
18.79,17.817299999999992
43.43,43.57410000000004
60.95,58.81049999999999
42.92,43.34700000000002
37.72,37.0091
42.31,52.90910000000001
51.51,52.10970000000001
78.42,77.21360000000006
60.47,60.83259999999998
61.12,58.0956
80.55,81.50599999999997
65.43,63.23390000000002
59.69,58.17709999999997
66.75,67.39089999999996
55.76,55.826099999999975
55.39,55.528800000000004
67.89,67.41170000000004
63.84,63.560500000000054
55.61,58.56700000000003
63.59,65.01530000000001
60.81,61.24430000000001
76.22,71.96289999999998
85.24,83.73329999999987
71.36,72.38829999999999
51.17,50.81839999999999
48.4,47.10310000000002
55.87,48.298399999999994
14.28,36.6066
67.18,70.10869999999998
49.46,42.13919999999999
43.91,43.72200000000001
29.98,29.731600000000004
51.21,51.299100000000024
42.08,46.03689999999999
77.12,77.68170000000005
69.47,70.27400000000003
58.36,58.668699999999966
71.68,71.62089999999995
55.13,53.915
71.21,71.75220000000004
68.04,69.80329999999995
55.62,57.69059999999999
51.94,52.01180000000002
73.12,71.14699999999998
22.65,24.033300000000004
70.64,71.52369999999998
51.97,52.19700000000002
54.28,54.9854
74.3,66.33360000000002
65.13,65.91910000000001
64.3,57.743099999999984
57.21,58.49080000000001
48.13,49.04329999999999
25.59,30.069399999999995
85.9,83.5260000000001
77.95,76.94769999999998
